review_id,review,rating,sentiment,label_source,prediction_confidence,needs_human_review,split_role,is_autotag,store_name,store_address,review_time,days_ago,review_clean,rating_num,reviewer_id,review_processed
5848,This is my childhood McD,5,Neutral,model_pseudo_label,0.5236594761322226,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",5 months ago,150.0,This is my childhood McD,5,5848,this childhood mcd
5849,"Stopped for some food and a bathroom break after being on the road for 8 hours. After I got back from the bathroom, it was my girlfriends turn, and they refused to allow her until I began raising my voice. ""It's not closed, I just went!!"" I said ... ""Customers only"" they tried telling me. so I showed them my unopened food and said give me my money back for this **** then. They let her use the BR. Apparently they play games with the bathroom because there's so many homeless people around. One even asked me for money *inside the mcdonalds* as we were leaving.",1,Negative,model_pseudo_label,0.8008693270226691,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",10 months ago,300.0,"Stopped for some food and a bathroom break after being on the road for 8 hours. After I got back from the bathroom, it was my girlfriends turn, and they refused to allow her until I began raising my voice. ""It's not closed, I just went!!"" I said ... ""Customers only"" they tried telling me. so I showed them my unopened food and said give me my money back for this **** then. They let her use the BR. Apparently they play games with the bathroom because there's so many homeless people around. One even asked me for money *inside the mcdonalds* as we were leaving.",1,5849,stopped for some food and bathroom break after being the road for hours after got back from the bathroom was girlfriends turn and they refused allow her until began raising voice not closed just went said customers only they tried telling showed them unopened food and said give money back for this then they let her use the apparently they play games with the bathroom because there many homeless people around one even asked for money inside the were leaving
5850,"On Canal St very busy, so expect a line inside . The kiosk machines help order ahead. Homeless people are around but not inside. They are only trying to get a meal, no problem. Charity is a blessing to those less fortunate.",3,Negative,model_pseudo_label,0.5504914227036667,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",10 months ago,300.0,"On Canal St very busy, so expect a line inside . The kiosk machines help order ahead. Homeless people are around but not inside. They are only trying to get a meal, no problem. Charity is a blessing to those less fortunate.",3,5850,canal very busy expect line inside the kiosk machines help order ahead homeless people are around but not inside they are only trying get meal no problem charity blessing those less fortunate
5851,Their rent a cop wouldn,1,Negative,model_pseudo_label,0.5909099246454181,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",5 months ago,150.0,Their rent a cop wouldn,1,5851,their rent cop wouldn
5852,Everything is chinese here! I'm loving mc-dimSums,5,Negative,model_pseudo_label,0.4256031141067801,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 years ago,1095.0,Everything is chinese here! I'm loving mc-dimSums,5,5852,everything chinese here loving dimsums
5853,"Good place just to grab some food and eat outside for a cheap price. Respectfully homeless people come inside to beg often. Not really a family place. If two guys are hanging it is okay. The workers are not really attentive, so check your orders.",3,Negative,model_pseudo_label,0.4812785400338525,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"Good place just to grab some food and eat outside for a cheap price. Respectfully homeless people come inside to beg often. Not really a family place. If two guys are hanging it is okay. The workers are not really attentive, so check your orders.",3,5853,good place just grab some food and eat outside for cheap price respectfully homeless people come inside beg often not really family place two guys are hanging okay the workers are not really attentive check your orders
5854,"Coke is not available, 2 hours before closing the MC Donalds the washrooms are already closed and service is very slow.",1,Negative,model_pseudo_label,0.8583295437514926,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",5 months ago,150.0,"Coke is not available, 2 hours before closing the MC Donalds the washrooms are already closed and service is very slow.",1,5854,coke not available hours before closing the the washrooms are already closed and service very slow
5855,My best experience with Mango pin smooth was excellent and fast delivery good services,4,Positive,model_pseudo_label,0.9650076741803992,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",6 months ago,180.0,My best experience with Mango pin smooth was excellent and fast delivery good services,4,5855,best experience with mango pin smooth was excellent and fast delivery good services
5856,I'm glad I enjoy the food.,4,Negative,model_pseudo_label,0.4934061785476266,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",2 months ago,60.0,I'm glad I enjoy the food.,4,5856,glad enjoy the food
5857,"Unless they've changed their preparation process, our burgers should not be this undercooked. Kiosk ordering is limiting.",1,Negative,model_pseudo_label,0.4039384622488003,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",5 years ago,1825.0,"Unless they've changed their preparation process, our burgers should not be this undercooked. Kiosk ordering is limiting.",1,5857,unless they changed their preparation process our burgers should not this undercooked kiosk ordering limiting
5858,"I love this place, feeling welcome all the time. The most of times, the staffs serve fast and give out the correct orders. I ordered 2 times thru the apps and then, they already can call my name when I walking in!",5,Positive,model_pseudo_label,0.627442406002943,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"I love this place, feeling welcome all the time. The most of times, the staffs serve fast and give out the correct orders. I ordered 2 times thru the apps and then, they already can call my name when I walking in!",5,5858,love this place feeling welcome all the time the most times the staffs serve fast and give out the correct orders ordered times thru the apps and then they already can call name when walking
5859,"The supervisor and manager there was very rude to me and my friends this morning, I treated them to coffee there, they treated us as if we were homeless and rushed us out...saying ""there is only a 20 minute wait"". But had no sign in sight stating that, I started to buy something else but instead Il just pray for them instead we just left I would never spend anything else there at that location.",1,Negative,model_pseudo_label,0.813928354425607,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"The supervisor and manager there was very rude to me and my friends this morning, I treated them to coffee there, they treated us as if we were homeless and rushed us out...saying ""there is only a 20 minute wait"". But had no sign in sight stating that, I started to buy something else but instead Il just pray for them instead we just left I would never spend anything else there at that location.",1,5859,the supervisor and manager there was very rude and friends this morning treated them coffee there they treated were homeless and rushed out saying there only minute wait but had no sign sight stating that started buy something else but instead just pray for them instead just left would never spend anything else there that
5860,Cofe was so bad... just a hot water,4,Neutral,model_pseudo_label,0.4602828302026499,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",2 months ago,60.0,Cofe was so bad... just a hot water,4,5860,cofe was bad just hot water
5861,"I know it's hard to work in the service industry, but they seem to need education about customers. Because, looking at his tone and actions, he felt like he was forced to work even though he didn't want to work. Customers must continue to keep this store open and keep their jobs.",1,Negative,model_pseudo_label,0.5451746172885124,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"I know it's hard to work in the service industry, but they seem to need education about customers. Because, looking at his tone and actions, he felt like he was forced to work even though he didn't want to work. Customers must continue to keep this store open and keep their jobs.",1,5861,know hard work the service industry but they seem need education about customers because looking his tone and actions felt like was forced work even though did not want work customers must continue keep this open and keep their jobs
5862,"Friendly staff,quick service,nice taste",5,Positive,model_pseudo_label,0.9489010292356148,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",4 months ago,120.0,"Friendly staff,quick service,nice taste",5,5862,friendly staff quick service nice taste
5863,HORRIBLE CUSTOMER SERVICE FOOD DRY NUGGETS NOT FRESH FRIES COLD PULLED UP AND WAITED 15 MINUTES FOR FRESH NUGGETS IM STILL IN LINE WAITING,1,Negative,model_pseudo_label,0.8928577391730311,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",6 months ago,180.0,HORRIBLE CUSTOMER SERVICE FOOD DRY NUGGETS NOT FRESH FRIES COLD PULLED UP AND WAITED 15 MINUTES FOR FRESH NUGGETS IM STILL IN LINE WAITING,1,5863,horrible customer service food dry nuggets not fresh fries cold pulled and waited minutes for fresh nuggets still line waiting
5864,"It was a little packed but cleared out quickly the upstairs was not crowded at all very surprised. My gripe is that my server preparing my coffee dropped my lid on the floor and lookroceeded to place it on the coffee and hand it to me. So I kindly but firmly asked, "" Didn't you just dropped that on the floor?"" She gave a look like, ""Oh I did, walked over to the garbage & dumped it. I should hve called the manager but she gave me no problem. Just wondering if she has a habit with other items dropping & giving it to customers",2,Negative,model_pseudo_label,0.6965257467936536,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,"It was a little packed but cleared out quickly the upstairs was not crowded at all very surprised. My gripe is that my server preparing my coffee dropped my lid on the floor and lookroceeded to place it on the coffee and hand it to me. So I kindly but firmly asked, "" Didn't you just dropped that on the floor?"" She gave a look like, ""Oh I did, walked over to the garbage & dumped it. I should hve called the manager but she gave me no problem. Just wondering if she has a habit with other items dropping & giving it to customers",2,5864,was little packed but cleared out quickly the upstairs was not crowded all very surprised gripe that server preparing coffee dropped lid the floor and lookroceeded place the coffee and hand kindly but firmly asked did not you just dropped that the floor she gave look like did walked over the garbage dumped should hve called the manager but she gave no problem just wondering she has habit with other items dropping giving customers
5865,"The service of a terrible McDonald's is so bad that I can only call her that. I'm not racist, but when I meet this kind of executive manager, I think the executives of this company will come out to manage it and never go again.",1,Negative,model_pseudo_label,0.646077743977404,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",10 months ago,300.0,"The service of a terrible McDonald's is so bad that I can only call her that. I'm not racist, but when I meet this kind of executive manager, I think the executives of this company will come out to manage it and never go again.",1,5865,the service terrible bad that can only call her that not racist but when meet this kind executive manager think the executives this company will come out manage and never again
5866,the attention in this place is horrible. the serving staff is really rude and unfriendly. I do not recommend going to this branch of mc donald. Your experience will be stressful,1,Negative,model_pseudo_label,0.6610480193694682,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",7 months ago,210.0,the attention in this place is horrible. the serving staff is really rude and unfriendly. I do not recommend going to this branch of mc donald. Your experience will be stressful,1,5866,the attention this place horrible the serving staff really rude and unfriendly not recommend going this branch donald your experience will stressful
5867,Good prompt service as one would expect from them. Only negative is that the soda fountain is still closed and they still only offer bottled soda which is more expensive and not cold.,4,Negative,model_pseudo_label,0.5758966800283428,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",11 months ago,330.0,Good prompt service as one would expect from them. Only negative is that the soda fountain is still closed and they still only offer bottled soda which is more expensive and not cold.,4,5867,good prompt service one would expect from them only negative that the soda fountain still closed and they still only offer bottled soda which more expensive and not cold
5868,Manager Mauri,5,Negative,model_pseudo_label,0.7093072756220388,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",9 months ago,270.0,Manager Mauri,5,5868,manager mauri
5869,I came in at 10:30 on a Sunday and no dam breakfast.really? The only thing I want at 10:30 in the morning on a Sunday is an egg mc muffin. They had no pancakes. I only drink coffee and have breakfast at McDonald's and they didn't have acceptable breakfast products.,2,Negative,model_pseudo_label,0.5027394939948084,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,I came in at 10:30 on a Sunday and no dam breakfast.really? The only thing I want at 10:30 in the morning on a Sunday is an egg mc muffin. They had no pancakes. I only drink coffee and have breakfast at McDonald's and they didn't have acceptable breakfast products.,2,5869,came sunday and no dam breakfast really the only thing want the morning sunday egg muffin they had no pancakes only drink coffee and have breakfast and they did not have acceptable breakfast products
5870,It depends what time of day you come here. It's cool due to their touch screens but at night the homeless call this home,3,Negative,model_pseudo_label,0.4213073356833484,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",6 years ago,2190.0,It depends what time of day you come here. It's cool due to their touch screens but at night the homeless call this home,3,5870,depends what time day you come here cool due their touch screens but night the homeless call this home
5871,Great experience and great food,5,Positive,model_pseudo_label,0.9574541808808956,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",11 months ago,330.0,Great experience and great food,5,5871,great experience and great food
5872,Employees are very kind and polite,5,Positive,model_pseudo_label,0.5359233383390277,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 months ago,90.0,Employees are very kind and polite,5,5872,employees are very kind and polite
5874,"Had a few McD sundeas and mcflurrys while in NY. Long waits and always busy. But if you need a break, WC, WiFi or an ice cream, it's there. Bigger portion sizes then Europe and lots more expensive too. Mango smoothie very good",3,Negative,model_pseudo_label,0.3701580213031974,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"Had a few McD sundeas and mcflurrys while in NY. Long waits and always busy. But if you need a break, WC, WiFi or an ice cream, it's there. Bigger portion sizes then Europe and lots more expensive too. Mango smoothie very good",3,5874,had few mcd sundeas and mcflurrys while long waits and always busy but you need break wifi ice cream there bigger portion sizes then europe and lots more expensive too mango smoothie very good
5875,Poor quality and mediocre service.,2,Negative,model_pseudo_label,0.7055658129996574,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a month ago,30.0,Poor quality and mediocre service.,2,5875,poor quality and mediocre service
5876,This place smells HORRIBLE. I bought french fries with hot tea OMG couldn t eat the french fries bec,1,Negative,model_pseudo_label,0.4476110497359026,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",7 months ago,210.0,This place smells HORRIBLE. I bought french fries with hot tea OMG couldn t eat the french fries bec,1,5876,this place smells horrible bought french fries with hot tea omg couldn eat the french fries bec
5877,Typical US McDonald's just in china town New York,5,Positive,model_pseudo_label,0.4251725809298082,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",2 months ago,60.0,Typical US McDonald's just in china town New York,5,5877,typical just china town new york
5878,"The manager is very rude, and they don",1,Negative,model_pseudo_label,0.9143953329071328,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",6 months ago,180.0,"The manager is very rude, and they don",1,5878,the manager very rude and they don
5879,"Lots of homeless, dirty bathroom with long line.",2,Negative,model_pseudo_label,0.8158735408540482,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",2 months ago,60.0,"Lots of homeless, dirty bathroom with long line.",2,5879,lots homeless dirty bathroom with long line
5880,Good deal. Today I bought vanilla shake with a deal buy one get one free. So I paid $5 for 2 large shake. At Chinatown still only take out.,4,Neutral,model_pseudo_label,0.3739045104994717,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,Good deal. Today I bought vanilla shake with a deal buy one get one free. So I paid $5 for 2 large shake. At Chinatown still only take out.,4,5880,good deal today bought vanilla shake with deal buy one get one free paid for large shake chinatown still only take out
5881,"Woman staff blocked the bathroom and made us pay her to use the bathroom. When we asked her how much, she said, ""I don't know."" We were disgusted. Don't recommend coming here ever.",1,Negative,model_pseudo_label,0.4334427447501049,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",10 months ago,300.0,"Woman staff blocked the bathroom and made us pay her to use the bathroom. When we asked her how much, she said, ""I don't know."" We were disgusted. Don't recommend coming here ever.",1,5881,woman staff blocked the bathroom and made pay her use the bathroom when asked her how much she said not know were disgusted not recommend coming here ever
5882,"Clean & convenient location, with plenty of seating on the upper floors.",5,Positive,model_pseudo_label,0.4817527499372256,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",7 months ago,210.0,"Clean & convenient location, with plenty of seating on the upper floors.",5,5882,clean convenient with plenty seating the upper floors
5883,"This McDonald's just east of Broadway on Canal is a good McDonald's. Are here twice recently and the food was fine. This McDonald's is much better than the McDonald's about half a mile South on Broadway, south of Chambers. That south McDonald's had old, heat dried out food the four times I was there.",4,Positive,model_pseudo_label,0.3589902216113191,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"This McDonald's just east of Broadway on Canal is a good McDonald's. Are here twice recently and the food was fine. This McDonald's is much better than the McDonald's about half a mile South on Broadway, south of Chambers. That south McDonald's had old, heat dried out food the four times I was there.",4,5883,this just east broadway canal good are here twice recently and the food was fine this much better than the about half mile south broadway south chambers that south had old heat dried out food the four times was there
5884,Speed of service was an opportunity during my stay. Look like the manager was like kicking out an homeless man but he wanted water. I would just give it to him cause it s hot out but I guess she was looking ou,3,Negative,model_pseudo_label,0.540869099275129,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",4 years ago,1460.0,Speed of service was an opportunity during my stay. Look like the manager was like kicking out an homeless man but he wanted water. I would just give it to him cause it s hot out but I guess she was looking ou,3,5884,speed service was opportunity during stay look like the manager was like kicking out homeless man but wanted water would just give him cause hot out but guess she was looking
5885,"I am not happy with how dirty the bathrooms and the place is kept, it is so awful that you should avoid it at all costs. I give three stars because it is very busy for majority of day so staff can be overwhelmed with all the young people causing such reckless messes in disregards to the hardworking staff and employees. However the staff are rarely friendly and difficult to communicate with. I felt that if my order was wrong and I told the man that took my order he would just explode on me. I felt on edge, uncomfortable, and the place was dirty I think the staff are overworked and need more employees considering the traffic this place sees.",3,Negative,model_pseudo_label,0.7742014519121854,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 years ago,1095.0,"I am not happy with how dirty the bathrooms and the place is kept, it is so awful that you should avoid it at all costs. I give three stars because it is very busy for majority of day so staff can be overwhelmed with all the young people causing such reckless messes in disregards to the hardworking staff and employees. However the staff are rarely friendly and difficult to communicate with. I felt that if my order was wrong and I told the man that took my order he would just explode on me. I felt on edge, uncomfortable, and the place was dirty I think the staff are overworked and need more employees considering the traffic this place sees.",3,5885,not happy with how dirty the bathrooms and the place kept awful that you should avoid all costs give three stars because very busy for majority day staff can overwhelmed with all the young people causing such reckless messes disregards the hardworking staff and employees however the staff are rarely friendly and difficult communicate with felt that order was wrong and told the man that took order would just explode felt edge uncomfortable and the place was dirty think the staff are overworked and need more employees considering the traffic this place sees
5886,"Hasn't had soda fountain for awhile, pretty fast and friendly. Always busy though, don't expect a seat.",4,Positive,model_pseudo_label,0.6863342373454046,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",9 months ago,270.0,"Hasn't had soda fountain for awhile, pretty fast and friendly. Always busy though, don't expect a seat.",4,5886,has not had soda fountain for awhile pretty fast and friendly always busy though not expect seat
5887,McDonald's is McDonald's but they have a good 2 for $6 special. There is no where to sit and the soda fountains are out of service. There are always homeless people hanging outside begging for money. Can get crowded depending on what time you go,3,Negative,model_pseudo_label,0.5055308588331503,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,McDonald's is McDonald's but they have a good 2 for $6 special. There is no where to sit and the soda fountains are out of service. There are always homeless people hanging outside begging for money. Can get crowded depending on what time you go,3,5887,but they have good for special there no where sit and the soda fountains are out service there are always homeless people hanging outside begging for money can get crowded depending what time you
5888,"Cold burger, without the customize order, served 7 minutes _after_ I've got the melting sundae. Dirty mess upstairs.",2,Negative,model_pseudo_label,0.886549404979863,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",4 years ago,1460.0,"Cold burger, without the customize order, served 7 minutes _after_ I've got the melting sundae. Dirty mess upstairs.",2,5888,cold burger without the customize order served minutes after got the melting sundae dirty mess upstairs
5889,This is a pandemic post . Love McDonalds I frequent for coffee or light meals on my way home. Recently they announced #CampMcDonalds so every other day I was in McDonalds trying to get the rewards,5,Neutral,model_pseudo_label,0.4220265946986202,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",10 months ago,300.0,This is a pandemic post . Love McDonalds I frequent for coffee or light meals on my way home. Recently they announced #CampMcDonalds so every other day I was in McDonalds trying to get the rewards,5,5889,this pandemic post love frequent for coffee light meals way home recently they announced campmcdonalds every other day was trying get the rewards
5890,"What can I say about a restaurant, that sits in New York City & on the busiest day & receive your burger&fries with steam coming off the items, the security guard keep away the strays. Hurray Mcdonald 's Yall fancy with your self serving machines",3,Neutral,model_pseudo_label,0.3628479179784268,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,"What can I say about a restaurant, that sits in New York City & on the busiest day & receive your burger&fries with steam coming off the items, the security guard keep away the strays. Hurray Mcdonald 's Yall fancy with your self serving machines",3,5890,what can say about restaurant that sits new york city the busiest day receive your burger fries with steam coming off the items the security guard keep away the strays hurray yall fancy with your self serving machines
5891,"I honestly only went for a large French fry and to use the restroom. Very clean, great janitor. Pay her more.",2,Positive,model_pseudo_label,0.68344702937291,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",11 months ago,330.0,"I honestly only went for a large French fry and to use the restroom. Very clean, great janitor. Pay her more.",2,5891,honestly only went for large french fry and use the restroom very clean great janitor pay her more
5892,"Visited a couple of times while in the area for civil court and the staff behind the counter are usually great, but the security guy in the lobby or the floor manager or whatever blocked me trying to leave with my drink, telling me the sitting area was upstairs when i was literally just trying to leave. When I sat down here this morning a manager started harassing a customer who was sitting with a cup of coffee, calling him homeless, telling him he had to leave in 10 minutes and causing an argument between the guy and another customer, and just walked away while they yelled at each other. Not very cool",3,Negative,model_pseudo_label,0.5677789847880612,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 years ago,1095.0,"Visited a couple of times while in the area for civil court and the staff behind the counter are usually great, but the security guy in the lobby or the floor manager or whatever blocked me trying to leave with my drink, telling me the sitting area was upstairs when i was literally just trying to leave. When I sat down here this morning a manager started harassing a customer who was sitting with a cup of coffee, calling him homeless, telling him he had to leave in 10 minutes and causing an argument between the guy and another customer, and just walked away while they yelled at each other. Not very cool",3,5892,visited couple times while the area for civil court and the staff behind the counter are usually great but the security guy the lobby the floor manager whatever blocked trying leave with drink telling the sitting area was upstairs when was literally just trying leave when sat down here this morning manager started harassing customer who was sitting with cup coffee calling him homeless telling him had leave minutes and causing argument between the guy and another customer and just walked away while they yelled each other not very cool
5894,Would've gave them 5 stars but too many homeless people are inside,4,Negative,model_pseudo_label,0.6300890756434491,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,Would've gave them 5 stars but too many homeless people are inside,4,5894,would gave them stars but too many homeless people are inside
5895,Too crowded but they were managing it well....bathrooms were too dirty !!,4,Negative,model_pseudo_label,0.6809933893608413,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,Too crowded but they were managing it well....bathrooms were too dirty !!,4,5895,too crowded but they were managing well bathrooms were too dirty
5896,"Stopped in just for an ice coffee. Their ice coffee is solid overall, & an awesome bargain ($1 via app).",4,Neutral,model_pseudo_label,0.5997457147625775,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,"Stopped in just for an ice coffee. Their ice coffee is solid overall, & an awesome bargain ($1 via app).",4,5896,stopped just for ice coffee their ice coffee solid overall awesome bargain via app
5897,"Very poor security at this location. It's impossible to go in without being harassed by people asking for money, and the staff don't even try to ask them to leave.",1,Negative,model_pseudo_label,0.880702762620418,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",11 months ago,330.0,"Very poor security at this location. It's impossible to go in without being harassed by people asking for money, and the staff don't even try to ask them to leave.",1,5897,very poor security this impossible without being harassed people asking for money and the staff not even try ask them leave
5898,The service is always very good. The food is always served fresh and very hot. It's delicious. I enjoy all the meals in this McDonald's. The Milk Shakes are a dream come true. The staff is very friendly and the establishment is very clean. I highly recommend this McDonald's.,5,Positive,model_pseudo_label,0.7862681407680163,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",2 years ago,730.0,The service is always very good. The food is always served fresh and very hot. It's delicious. I enjoy all the meals in this McDonald's. The Milk Shakes are a dream come true. The staff is very friendly and the establishment is very clean. I highly recommend this McDonald's.,5,5898,the service always very good the food always served fresh and very hot delicious enjoy all the meals this the milk shakes are dream come true the staff very friendly and the establishment very clean highly recommend this
5899,"Great family friendly, entertaining teenage students too. But... The toilets are too horribly maintained., Smelly, No mirrors... used Tissue were heaped openly- Very non hygienic. May be the management is too busy & short staffed ?",4,Positive,model_pseudo_label,0.6324287782309611,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 years ago,1095.0,"Great family friendly, entertaining teenage students too. But... The toilets are too horribly maintained., Smelly, No mirrors... used Tissue were heaped openly- Very non hygienic. May be the management is too busy & short staffed ?",4,5899,great family friendly entertaining teenage students too but the toilets are too horribly maintained smelly no mirrors used tissue were heaped openly very non hygienic may the management too busy short staffed
5900,Clean and functional with working kiosks. I always advise that the McDonald's App is great for deals and ordering ahead but of course at times the place can be very busy.,5,Positive,model_pseudo_label,0.7177981475653584,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,Clean and functional with working kiosks. I always advise that the McDonald's App is great for deals and ordering ahead but of course at times the place can be very busy.,5,5900,clean and functional with working kiosks always advise that the app great for deals and ordering ahead but course times the place can very busy
5901,Always a dependable place to have a quick meal. Food was as good in New York as in L.A.!,5,Positive,model_pseudo_label,0.8409894956126293,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",8 months ago,240.0,Always a dependable place to have a quick meal. Food was as good in New York as in L.A.!,5,5901,always dependable place have quick meal food was good new york
5902,Woman behind counter very rude.,1,Negative,model_pseudo_label,0.4079789208169707,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 months ago,90.0,Woman behind counter very rude.,1,5902,woman behind counter very rude
5903,Bad service and their ATM machine is a fraud be aware of that. Has a chip in the card reader slot to scan your card and bank info.,1,Negative,model_pseudo_label,0.581615960767309,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,Bad service and their ATM machine is a fraud be aware of that. Has a chip in the card reader slot to scan your card and bank info.,1,5903,bad service and their atm machine fraud aware that has chip the card reader slot scan your card and bank info
5904,It was actually a pleasant visit picking up and placing an order. The staff behind the counter this morning were very friendly.,5,Positive,model_pseudo_label,0.7281110019373818,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",a year ago,365.0,It was actually a pleasant visit picking up and placing an order. The staff behind the counter this morning were very friendly.,5,5904,was actually pleasant visit picking and placing order the staff behind the counter this morning were very friendly
5905,"The food was fresh and hot. The service was quick and the restaurant was clean. Maybe it's McDonald's policy, but why do you have to ask for ketchup, salt and pepper? And then there's none of that in the seating area either. I go upstairs, find a seat, take my food out of the bag, and no condiments! To get some, I'd have to pack my food up and go back downstairs for some frickin ketchup! No other fast food place is like that.",2,Positive,model_pseudo_label,0.7278984802583118,False,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",3 years ago,1095.0,"The food was fresh and hot. The service was quick and the restaurant was clean. Maybe it's McDonald's policy, but why do you have to ask for ketchup, salt and pepper? And then there's none of that in the seating area either. I go upstairs, find a seat, take my food out of the bag, and no condiments! To get some, I'd have to pack my food up and go back downstairs for some frickin ketchup! No other fast food place is like that.",2,5905,the food was fresh and hot the service was quick and the restaurant was clean maybe policy but why you have ask for ketchup salt and pepper and then there none that the seating area either upstairs find seat take food out the bag and no condiments get some have pack food and back downstairs for some frickin ketchup no other fast food place like that
5906,"It was a fast stop, we ordered using a touch screen, which was very fast and easy, you can pick from their full menu and change from selection real fast. It was an order for two and we had no issues, you can pay using your credit card without any human interaction. chicken nuggets with a couple frappe's sealed the deal for us.",3,Positive,model_pseudo_label,0.4648064607421974,True,unlabeled_pool,False,McDonald's,"262 Canal St, New York, NY 10013, United States",4 years ago,1460.0,"It was a fast stop, we ordered using a touch screen, which was very fast and easy, you can pick from their full menu and change from selection real fast. It was an order for two and we had no issues, you can pay using your credit card without any human interaction. chicken nuggets with a couple frappe's sealed the deal for us.",3,5906,was fast stop ordered using touch screen which was very fast and easy you can pick from their full menu and change from selection real fast was order for two and had no issues you can pay using your credit card without any human interaction chicken nuggets with couple frappe sealed the deal for
