reviewer_id,store_name,category,store_address,latitude,longitude,rating_count_num,review_time,days_ago,review_clean,rating_num,sentiment,is_autotag
8905,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,"Food is more expensive here than all the other McDonald s, especially dollar menu items like McDouble etc. for example a 4 piece nugget is 2.20 when it",1,Negative,False
8906,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,"They refuse to take inside orders, & will tell you to use the Keyosk , & that that's the way it is now,& there's no baby changing station in the men's rest room's,.& They don't have dollar drink's, this place is rude & I think it stinks,.",1,Negative,False
8907,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 months ago,60.0,"It's McDonald's, what do you expect?",2,Negative,False
8908,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,9 months ago,270.0,Mc Donalds today in America cater for the drive in customer. Not the walk in person.,3,Neutral,False
8909,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,This is a decent McDonald s it was recently remodeled so it s clean and everything is new it does tend to attract a transient population because i,3,Neutral,False
8910,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Call the store for simple questions and management hung up on me,1,Negative,False
8911,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,I was the last in drive thru and they literally closed the store in my face. This place is a disgrace,1,Negative,False
8912,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Always good and this location is open for drive through 24/7. We ordered a 2 cheese burger meal and a fish sand meal. It was very good.,4,Positive,False
8913,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"This particular McDonald's had a hobo chilling in there. He asked for a sandwich and I got him a sausage McMuffin. Then this punk decides that's not enough and steals my buddy's order. How messed up is that? Like I get you're hungry, but so was my friend.",4,Positive,False
8914,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,"The McDonald's app is a great find, you can usually always get a discount or a free item. I feel like the value is fair and overall the food is fresh.",3,Neutral,False
8915,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"Not to sure if my burgers were just removed from the heat chute or what, but my McDouble no pickle tasted like they had pickle and when I took the top off I saw the pickle imprint it makes after you leave it there for a minute and remove them... disappointed",1,Negative,False
8916,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Great place to get some food. Really long line but they did their best to catch up on orders.,5,Positive,False
8917,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 years ago,2555.0,"The McDonalds is fine, they got our large order correct and everything tasted fine, just in kind of a sketchy neighborhood. Look out for creepy dudes talking to themselves, they might punch your car.",4,Positive,False
8918,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,"This place is a hot mess! Very unorganized staff, poor management. multiple orders wrong, wait time is insane for a fast food joint.",1,Negative,False
8919,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,This McDonald's is the best in the world. Super clean friendly service and tasty food makes this place a great place to take your family.,5,Positive,False
8920,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Pretty much same experience that u will find at all other McDonald's food is fast staff is compliant bathrooms can be hit or miss good thing is breakfast is served all day now and large drinks are still one dollar,4,Positive,False
8921,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,We came to McDonald's to get 2 mcmuffins and it's been 1 hour and we havent got our order there were only 5 people in the line and we were done with it I don't recomend to go to the drive thru!,1,Negative,False
8922,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,8 years ago,2920.0,"Purchased a soda at this McDonalds and walked next door for LITERALLY 5 minutes, came back and had a boot on my car! Apparently, CUSTOMER or NOT if you step off the property the owner of this McDonalds has an agreement with a private company to boot your car! I wont even get started on the ample supply of bums sitting around the property. THIS IS THE WORST SCAM I HAVE EVER HAD DONE ON ME. This McDonalds probably makes a profit off the tickets they spend the day issuing its customers. I will never again visit a downtown McDonalds!!!",1,Negative,False
8923,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,8 years ago,2920.0,"Came in and asked for a cup of coffee with milk...a seemingly basic order, that I've had no problem getting at any other Golden Arches in the good 'ol USA. Was told that I could not have milk, only cream. Now isn't this the company that is spending millions to shed its ""supersize me"" obsesity image? Come now. Oh, and, for what it's worth, milk is actually cheaper than cream (well, cow's milk, anyway...not sure about camel milk or elephant milk.)",1,Negative,False
8924,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,I've been there 5 times and still have yet to get exactly what I ordered. No one speaks English! 2021 update: it still sucks,1,Negative,False
8925,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Super fast. Guy who took order was a professional. I m at McDonald,5,Positive,False
8926,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"They had those cool self order things. They weren't super responsive though and it was kind of annoying. Everything else was good, or at least normal for McDonald's.",4,Positive,False
8927,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,I had the wosrt experience at his place really bad costumer service I think the employees need more motivation manager so rude I ask to place my order and she aswer don't you see the order computer there I was I'm sorry I'm visiting for the first time this place !!! Her answer was I'm busy right now!!! Don't recommend this place sorry !!!,1,Negative,False
8928,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 years ago,2555.0,"Tried to get a Happy Meal, today after the Marvel Show at the arena. The cashier lady was high, as in intoxicated, unbelievable. Bringing up a report to the City.",1,Negative,False
8929,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,10 months ago,300.0,Drive thru didn't put napkins and sauce that I requested.,3,Neutral,False
8930,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,Horrible service. They got our order wrong and when we went back to rectify it they basically told us that we were wrong and to take a hike. Don't go there.,1,Negative,False
8931,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"Order via the app, it is the best! There are all kinds of specials every day. This McDonalds was nice and speedy.",5,Positive,False
8932,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Frys weren't hot had to ask for fresh frys and my mom didn't get big Mac sauce,3,Neutral,False
8933,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Disappointed again. The gas station across the street will actually give you what you order and charge you only once for it.,1,Negative,False
8934,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,Very rude pour food quality staff very not concerned with customers management does not have a clue of any policy most of tables were very dirty overall very dingy and not comfortable. Also 30 minutes signs stating you must consume your food and leave within 30 minutes from the lobby very rude very poor reflection of McDonald's!!!!!!!,1,Negative,False
8935,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,It's been remodeled.it is nice and clean. I just would like more if they offered one free refill on a large coffee.,3,Neutral,False
8936,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Garbage service wouldn't serve any of there menu cause of short staff on a Friday night horrible,1,Negative,False
8937,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,They messed up my order and the apple pie was dry and had some plastic stuck to the bottom of it,1,Negative,False
8938,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"The service was aweful, the food was bad, the basic hygiene procedures were not being respected (the cashier went from touching money to pick up fries barehanded without washing her hands), and I've been sitting on my toilet for the last 15 minutes slowly dying",1,Negative,False
8939,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,I sat in the drive thru for 20 minutes just now because the manager on shift at the window was on their phone the whole time while they were severely understaffed.,2,Negative,False
8940,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"Short line inside but we all had to wait 20 minutes after ordering for a small order. It seemed like they just kept serving car after car, but made all the people inside wait.",1,Negative,False
8941,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,Lots of homeless people in the parking lot. It's always busy and has lines inside and in the drive through. Good hot food even if they're a little slow!,3,Neutral,False
8942,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 months ago,210.0,Very quick service at a busy time of day,4,Positive,False
8943,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,This place was really fast for going in later at night. The food was awesome and they got the order correct.,5,Positive,False
8944,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,One of the best Mcdonald s I,5,Positive,False
8945,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,11 months ago,330.0,"Slow location, but fries were excellent",4,Positive,False
8946,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,The lobby guy is friendly but coughing by people who are eating. Staff were not friendly about no longer being able to take verbal orders and only using the kiosk.,2,Negative,False
8947,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"Thanks for the free order of French fries. Remember to get the $1.00 any size of French fries. If you have to wait till they are ready you can ask for a free desert, or. Free drink.",5,Positive,False
8948,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,10 months ago,300.0,Earlier today a lady working there called my sister-in-law a bit**.,1,Negative,False
8949,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"Was just trying to place my order in the drive through, couldn't finish ordering due to the lady closing my order prematurely.",1,Negative,False
8950,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Worst drive-thru ever I'd give it a half a star if I could. nobody's moving in there with any kind of emergency I don't think the McDonald's corporation intended for this to be a fast food restaurant the moves so slow..,1,Negative,False
8951,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,The customer service is a lot better then the McDonald's off of 3300s.,4,Positive,False
8952,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,We we're waiting for 20 minutes to order and she told us and the person in front to order in the machines they have inside..when she was counting money and her manager told her to stop and she still toke her time,1,Negative,False
8953,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Super quick super clean super friendly staff love this restaurant the children's area is always clean great prices great location in don't have one negative thing to say about this McDonald's,5,Positive,False
8954,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,Ordered 2 sausage McMuffins and a large drink. McMuffins were cooked good and not burnt on the edges. Not bad,4,Positive,False
8955,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 months ago,60.0,Slow. Rude.,1,Negative,False
8956,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Went here employee outside say I am the only worker and we don't have much wouldn't help us,1,Negative,False
8957,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"2 drive up lanes with really fast service. Easy access to the drive up. Close to the freeway entrance, liquor store and Starbucks. What more do you need??",5,Positive,False
8958,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,"The manager was really rude from the start and we stared arguing with her because the ""ice cream machine wasnt working"" but they were filling it up right in front of our faces and people were walkin out with ice cream overall they were just very rude",1,Negative,False
8959,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Worst drive thru experience no exaggerations from the minute we pulled up to when we got out food 20-30min. On a Sunday around 12am.,1,Negative,False
8960,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Always have a pleasant experience at this McDonals s drive thr,5,Positive,False
8961,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,"Busy Saturday morning and we were helped quickly. Our order was out quick, hot, and accurate. Great place.",5,Positive,False
8962,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,I came at 11:50 in and the drive throw workr was yelling it was Veronica and Gabe working at the drive throw,1,Negative,False
8963,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Very rude staff. Forgot 5 items of my food. Contact their phone to express my issue. Never got a response. Extremely rude drive through person.,2,Negative,False
8964,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,8 years ago,2920.0,I was eating here and the parking enforcement booted my car while I was eating. I produced a receipt but the man who booted my car accused me of leaving the premises so eating at this mcdonalds cost 75.00$. Dont ever go here!,1,Negative,False
8965,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Very disappointed was in line for twenty minutes. My burger was barely warm the fries were Luke warm and no salt. I will never be back to this McDonald's,1,Negative,False
8966,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Though there may be a wait at times the staff here are friendly and take that extra moment to make sure everything is made right. I can tell that it's a very stressful job so I respect those willing to make my food for me when I don't want to do it myself.,5,Positive,False
8967,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Really nice very complex but simple ways to order friendly ppl great place to eat I think it's the best with the new technology 5 * all the way,5,Positive,False
8968,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"Back, for more! Ba, Da,Ba...Da, Da-I'm lovin' it! So should you!",5,Positive,False
8969,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,I don't hold high expectations McDonalds but this was the worst one I've been to. Wasted over 10 minutes in line receiving no help and left with no food.,1,Negative,False
8970,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,Can only order in the restaurant and take out M-F 11A to 2PM. Drive they is open normal hours.,3,Neutral,False
8971,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Great service and clean establishment. Fountain soda machine didn't work properly during my visit and got just syrup.,4,Positive,False
8972,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,"This is probably the worst run location I have ever been to. Every time I come in here (which is at least a couple times a month because I work around here) there is a huge line, people begging for money, fighting, employees being rude to each other and their customers. It's not an enjoyable experience.",1,Negative,False
8973,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,10 months ago,300.0,Best McDonald's I've had in a long time.,5,Positive,False
8974,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"Forgot half our order, when my husband asked the manager to give us the rest of our food she completely ignored him twice. We're not going back ever obviously.",1,Negative,False
8975,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,Everyone was rude except for the manager that helped me at the end (I think he was the manager) how hard is it to get a iced coffee and ice cream in a cup ?,2,Negative,False
8976,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Took almost an half hour to get a sausage biscuit. I haven't been to Mc Donald's in years and now I remember why. Thanks for serving a billion crappy meals.,1,Negative,False
8977,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"the boy who takes the orders does not know what he is doing I was missing things in my order, but they charged me.l'll never go there again.",1,Negative,False
8978,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Argue with the manager about how their ice cream machine wasn t working as I watch them serve someone else ice cream. The MANAGER gav,1,Negative,False
8979,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Food was gross and everything was cold. People at drive through were rude. I suggest to go to Crown Burger on N 300W. Food is great and service is friendly.,1,Negative,False
8980,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,"Right in the heart of Salt Lake City, so it's super busy, but it still goes at a good speed.",5,Positive,False
8981,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,I ordered some food and stuff and I asked for water and they still try to charge me a dollar for the water unacceptable I have gotten free water from other McDonald's before I'm purchasing food unacceptable,1,Negative,False
8982,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"Super busy, but moved everybody through the line like a boss, food was good and hot.",5,Positive,False
8983,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,"Iced coffee was watered down, & the idiots did not include syrup with my hotcakes!!!?? Not to mention food was cold and rubbery. $15 breakfast from hell",1,Negative,False
8984,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,"They provide me burgers at 5am for those early mornings, and 2am for those late nights. The employees are nice.",5,Positive,False
8985,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,Food was good fast and friendly random stranger cleaned parking lot with bag I have him community lending a helping hand,3,Neutral,False
8986,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,"Very poor service...sometimes they don't have things, they can't get special orders right, staff is rude...all-around bad experience",1,Negative,False
8987,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,Very slow service usually not worth my time trying to stand in line with what I have seen,1,Negative,False
8988,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,They missed half my order and I tried giving them a call but they sent me straight to voicemail or would answer and just leave the phone there this is by far the worst food chain I have ever been to and pretty much just stole my Money,1,Negative,False
8989,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,"Not a 24-hour location. If you're not running a 24-hour business, then make you advertise your open and close times accurately.",1,Negative,False
8990,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,The service is fast and what you'd expect from McDonalds. The only frustration is the traffic at this intersection. It can be tricky to get in and out of depending on the direction you're traveling.,3,Neutral,False
8991,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,Customer service was in okay I wish I spoke a little Spanish it would have been better if you know what I'm saying,4,Positive,False
8992,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a month ago,30.0,Stay away from this place!!,1,Negative,False
8993,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,The employees were very rude and very unpleasant. Need better people skills. And better staff,2,Negative,False
8994,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,No customer service skills. Every time ive been there they have been rude for no good reason.,1,Negative,False
8995,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,3 years ago,1095.0,Always fast no matter what location. The food is always consistent. The classic taste of McDonalds never gets old to me!,5,Positive,False
8996,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,9 months ago,270.0,There Pumpkin Pie,5,Positive,False
8997,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,"They always overcook the nuggets and now the tenders, horrible!!!",1,Negative,False
8998,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 months ago,210.0,"The only Mc that close s at 6pm and go,s to driveway only!",2,Negative,False
8999,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 months ago,210.0,Covid is over can we please open the restaurant up?!,3,Neutral,False
9000,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Their free WiFi unfortunately does not work properly at this location at this time. That should probably be maintained pretty soon.,2,Negative,False
9001,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,11 months ago,330.0,The only draw back was that their dine in closes at 8pm,5,Positive,False
9002,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,They should probably update their signs so that we know the times they're actually open.,1,Negative,False
9003,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Really strange because of giant touch screen ordering stations. There's a guy that directs you to them. The stations are slow to respond to touch and generally slow to use. Just hire some darn cashiers...,3,Neutral,False
9004,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,Homeless people will ask for money in the parking lot. The restroom has always had a dirty homeless guy washing himself or in the toilet stall EVERYTIME that I have used it.,2,Negative,False
9005,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,2 years ago,730.0,They charge me for umsweet ice coffee even I never have coffee in whole life also they charge me twice from my card because I handover my card to cashier,1,Negative,False
9006,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,7 months ago,210.0,Super quick and correct even with modifications.,4,Positive,False
9007,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Why do I eat here? Love the security guard. Imagine Biggie Smalls shouting Have you finished your meal sir? You can leave now!,3,Neutral,False
9009,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,9 months ago,270.0,Why did you give me all the wrong orders?,2,Negative,False
9010,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,11 months ago,330.0,There ice cream machine was working atc1:30 in the morning!!,5,Positive,False
9011,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Place is always steady but they get orders out and have good customer service skills,3,Neutral,False
9012,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,Food is usually pretty fresh at this location. Make sure to check your order when you use drive thru,4,Positive,False
9013,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,They should probably prepare for the midnight and after rush that they seem to get EVERY night. It can't be a surprise. 5 minutes waiting just to order!,1,Negative,False
9014,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,Honestly worst McDonald s drive thru in salt lake. Whether it,1,Negative,False
9015,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,"Ghetto, dirty, one employee in particular was extremely rude and clearly didn't want to be there. The food came out quickly so there's that.",2,Negative,False
9016,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,4 years ago,1460.0,The Security gaurd was rude and dismissive and for the second time now the man at the pick up window completley ignored us even though OUR food was ready and gave ( tried to give us the wrong order.),1,Negative,False
9017,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,a year ago,365.0,"The people was nice, but they charged me $ 1.09 for a cup of ice on a 100 degree day",2,Negative,False
9018,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,5 years ago,1825.0,The McDonald's employee straight up lied toy face when I ordered something and asked them to make an order special to accommodate my needs. McDonald's needs to reevaluate customer service.,1,Negative,False
9019,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,3243,6 years ago,2190.0,The drive-through workers were extremely helpful and verified my order at both windows. I was impressed with that!,4,Positive,False
