review_id,review,rating,rating_derived_label,annotator_1,annotator_2,annotator_3,final_sentiment,Unnamed: 8,Unnamed: 9,Unnamed: 10,majority_label,full_agreement,requires_resolution,resolution_notes
13805,We thought it would be cool to visit one of the largest McDonald's in the world. We regretted it. The chicken sandwich and pizza were all burnt a little too much. The ice machines weren't working very well. The place was a mess and loud for 430 on a Sunday. The arcade had a few money grabbers where it took your money but no game But the skeeball had a machine that let you play for free. This place is just crazy and more expensive than my usual trip to McDonald's. I don't need to try their pizza which isn't bad but not great either. I would skip this or plan to come to try the pizza only as the price of pizza is fair.,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
2153,"Food was fine, but they got part of my order wrong twice. However, they were responsive in correcting the matter.",3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
2383,"Its ok, only 3 stars because a/c never works.",3,Neutral,Negative,Positive,Neutral,Negative,,,,,False,True,
15418,Check your order.. if it's wrong you will have to go all the way around and waist 10 more minutes of your day,1,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
1946,"I know it was just a McDonald s, but there are clean ones too where staffs regularly c",3,Neutral,Negative,Positive,Neutral,Negative,,,,,False,True,
1959,"We didn't enjoy our visit to this McDonald location. The ice tea was warm, our fries and burger were cold and rubbery. The only thing I enjoyed was my cappuccino. We will not be visiting this McDonald's again. It wasn't that busy for them not to have hot fresh food prepared.",1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
24283,With the size of the big breakfast that would starve a child. Maybe you should start calling it baby breakfast. If you don't get cakes with it then you have over half a tray of just a bite of eggs two small strips of bacon and a dry/hard biscuit. I think a total of six bites and two minutes with phone in hand while eating and it was gone. There goes almost ten bucks.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24737,Took a little long to receive order. Never brought order to table. Had to go get from the counter. Food was good.,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
7303,I cant remember the last time i had fresh french fries.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10088,"Fast service, although the table service which was supposed to work didn't work at all. It is super easy to order on the big screens and that's a benefit.",3,Neutral,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
7039,"Food tastes like any other Mc Donald's. There was a short wait. They were out of Diet Coke in both soda fountains. They were also low on ice for the drinks. The dining area needed to be cleaned of all the trash by the soda fountains, tables, and floors. They were also out of ketchup in the ketchup area by the soda fountains.",3,Neutral,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
10448,"Gotta pay a cheeseburger to use the restroom, even for an emergency lol this is the only mcdonalds that's does this.",1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
844,Fine service. Gave me the wrong meal.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22360,Mcds is wat it is. In some more trying times in my life mcds was literally a lifeline so I have to give them props. Although eating only mcds will legitimately be fatal after a month straight do not attempt.,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
8022,"Good one but didn't put a souse even tho I asked 3 times, really....",5,Positive,Negative,Positive,Negative,Negative,,,,Negative,False,False,
23999,At least they got my order right.,2,Negative,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
15790,"This is the slowest, most disorganized McDonald's I have ever eaten at. And I have eaten at McDonald's all over the western half of the US.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
23802,Drive thru a little slow but friendly people and food on par,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
9657,My place for an apple pie and coffee!,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
8469,I came right at closing time and the manager took my order then when I got to the first window I was told sorry we are closed. I told him someone repeated my order and went to ask at the same time the manager came to the first window after telling his coworker the situation the manager hurry and got payment then hurried back to round up my order while everyone else was getting ready to leave he then got my order to me fast and fresh I couldn't have been more pleased with the service and the good attitude. If the workforce had more employees like this manager the world would be a lot better place to work in,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
32990,Why do i come here?,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
9132,I mean I guess it's food that is etible but a trash barricade kept me from going inside so I had to use the drive thru,4,Positive,Neutral,Negative,Negative,Negative,,,,Negative,False,False,
10731,I m really sorry that I don,1,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False,
4693,nothing good,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
14034,"Gas station McDonald's, adjoining but separate from the station's Timewise convenience store. (Bathrooms in-between, which were clean and multi-stalled.) Staff appeared to all be wearing masks, which is appreciable given their position of making food for and interacting with such a confluence of travelers from far-flung corners as they must. Food quality was on the high-side of McDonald's very small margin of differentiation. Only hic-up is that the space is not built for intimate conversations, and since they don't yell at you over the ambient hustle and bustle, I had some difficulty hearing the teller taking our order, as well as (though at a near table) did not hear our order number called -- hence I took off a star for ""ambiance"" in my rating here.",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
10375,"Its kinda ghetto, only use drive through as unsavory crowd hangs out inside and outside. Lots of homeless asking for handouts near the drive through window.",3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
31799,Ice cream machine work 60% of the time,4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
28541,Nice service but i see a super viser was talking bad to cow worker dint like the way she was talking she at like a man,5,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
12431,Yum,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
26167,They never get your order right and if you go between 5 and 6 am through the drive-through they going to always tell you system down customers please check your order before you leave there please,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
25930,"When your hungry,it's the place to go!",4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
7181,"Quality of the food is lower, and prices are a bit higher. Thank you Joe Biden.",4,Positive,Negative,Positive,Negative,Negative,,,,Negative,False,False,
12527,"Went through Drive Thru, in and out fast, back to my office in no time.",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
31801,Gave me diarrhea that lasted almost a week,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
14095,It was ok but they didn't bag my happy meals and my nuggets and and no drink holder 3 drinks and a shke so it all feel out in the car and the shake stained my seats but ##it happens right,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
10717,"Too busy, machines don",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6414,A little better this time. They didn't have any homeless people inside or outside. The police was standing outside.,4,Positive,Positive,Negative,Neutral,Neutral,,,,,False,True,
24391,Good hot food. A bit of a wait for a McMuffin at 6:30am. Nobody else in line at the drive thru. They had to ask the chicken for more eggs?,4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
12868,When I was young. My Mom & Dad would take all us kids to McDonald's for family night out.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
7554,open at midnight.,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
24743,"It took more than 30 minutes to get the food, they had 3 girls at front including the manager. The manager was working so hard and even with angry customer she had a smile on her face. If I were her I couldn't do the job. I think they need more people like her.",4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
11624,Its friendly enough but needs cleaning,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
9424,There's no need to order from the drive thru because you'll receive whatever they put in your order,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24918,"Its really annoying that Google does not seem to let you report an Unknown Closed. I do not know if the location is permanently closed. All I know is that I visited on Sept. 11 and there store and some of the surrounding parking was blocked off with fencing, the store did not seem to be conducting business, and there seemed to be some dumpsters and signs of demolition. No indication of nature or duration of the closure. Hence cannot say if its permanent. But they seem like they may be closed for a while. No notice beforehand from staff or signs.",1,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False,
26238,Customer service needs to improve. Especially The drive-through area..,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10556,alright.cool.n.clean.pico Rivera.in walmat.super gigantic walmart.,1,Negative,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
26194,"It was good kinda fast but they gave me a hard, burnt sausage mcmuffin so",3,Neutral,Negative,Positive,Neutral,Negative,,,,,False,True,
21421,My hat goes off to the lady that's works there. Don't know her name but she was pregnant. She was working the front counter and drive thur at the same time. Do not complain about it.,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
9178,Took like forever to get just a large sweet tea. Must have been a slow night.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
25668,Depends on the worker that you get can either be really nice or really rude! What can you expect from McDonalds in oak cliff?!,2,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
1169,What can I really say about Mickey D,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
17620,Old and not open late !,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
30673,2 fish sandwiches. Made carefully and brought out to curbside.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
3129,I don't eat McDonald's but my grandson liked this place especially the upstairs dining area. I was a little disappointed with the wait time but most of the employees were kind.,4,Positive,Positive,Negative,Neutral,Neutral,,,,,False,True,
21562,"Nice location, but store wasn't kept very clean.",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
22440,"Usual fare,and by the beach.",4,Positive,Positive,Negative,Neutral,Positive,,,,,False,True,
18387,Always check your order. Said Sausage Egg McMuffin.... Got sausage muffin no egg.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6031,No seats in any of the floors. Too many people sleeping over the tables. I just wanted to eat in peace.,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
3016,"Not 5 Stars just because of the homeless around that block. But everything inside it's all good. The food always good, the wait time always good. Never had a problem here, the only annoying are the crazy aggresive homeless that sometimes go there. Other homeless are calmed and just ask for food outside.",4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
13690,"This is a big, two floor McDonald's with not only the typical fries and burgers, but also pizza, salads and other foods. They have a kids playground and also an arcade and game area on the second floor.",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
12096,It's McDonald's.. same anywhere you go pretty much.,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
32936,"Decent speed, okay food",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
28672,No cashiers. Incomplete order.,4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
12598,"Daughter wanted the Travis Scott burger. She says it's a hit or miss with her friends. I ordered the newly freeze drink which gave me an adult ""brain freeze"" and it wasn't as sweet like the Icee back in the day. I wouldn't order it again.",4,Positive,Neutral,Negative,Negative,Negative,,,,Negative,False,False,
23788,"We went post hurricane. They would not take debit cards, and only had limited menu items. Such a mess here in FL.",5,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24354,they rarely get my order right. I know my order is taken correctly because the woman who does drive thru. she has a long braid and she is amazing.,3,Neutral,Negative,Positive,Neutral,Neutral,,,,,False,True,
16991,Norm Gentle. Only as they see EBT begin to be baptized. There is a convenient podzhopnik in front of the cash register. Recommend to lean,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
32981,Die of starvation in the drive thru,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
13601,"Had to check out worlds largest McDonalds. 2 pizza s took 40 minutes to come out. Customer service was nice, didn",4,Positive,Negative,Positive,Neutral,Neutral,,,,,False,True,
6243,It looks crazy outside because of the people but very clean and put together inside. Security is on point! Felt very safe waiting for my food,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
4157,You guys shouldn t have signs saying your open 24hrs if your not open 24hrs,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
5819,"To be honest I m not a fans of fast food , I really eating when I m running out of choice, but I really appreciated than in Mc Donald s you have the opportunity to use the bathroom which is very convenient for people like me who spend a lot time on the road , I also believe when I go to a place I have to leave it better than I founded, with that been said I when to this location last night 04-04 -19 at 10:00 pm to use the bathroom , the bathroom is located in the second floor ,some part of the room",1,Negative,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
13744,So i don t usually give fast food more than 3 stars but this place was comically huge. Giant arcade and large play area. There is even attempt to make like omelette and stuff. I even saw brick stoves like you would see pizza cooked in. Did I mention a fish tank? It did take a while to get our food and it was typical McDonald,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
25600,Kids love McDonald's but when people making drug deals in the parking lot there is an issue.,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
24840,Fries were cold and burger seemed very old. And we ordered at 1am you think the food would of been fresh,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24386,They have a arcade and place to play for kids of all ages staff swerves you and very helpful definitely my go to place when In Florida,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
20403,Shoutout to this McDonald s for being the only place to acce,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
12026,Thier new drive thru is much faster than the old one,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
7528,Fry's!,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
32939,The food wasn't fresh.,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
11536,"McRon's is always consistent. If you like it, then you like it.",5,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
14280,Long drive through line. Asked for no onions. still got onions.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
25497,"Staff was great, but cook are trash... How can you screw up a simple burger? when you don't care that's how...",1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21810,Convenience close to Mandalay bay convention,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
16618,Not good for health as we all know but a little good food,2,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
15664,Came through drive thru at 11:30pm got no response. Website and stickers on building stated that they were open 24 hours,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
23949,Not as great as wendys but i do love their fries.,4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
22653,You can never go wrong with a burger and fries,4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
11605,Service and food quality are inconsistent,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6250,"Bathroom door lock is broken. Went from 3 to 5 stars since it's the best looking macdo I found in NYC. I ended up coming multiple times there. America should reconsider what the standard is, European Mc Do are way cleaner, service is faster.",5,Positive,Neutral,Positive,Positive,Positive,,,,Positive,False,False,
22585,Some of the only moderately priced food around. 2 for $5 pick right now. Right across from beach.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
14802,"They can handle a custom order, but the wait time is usally longer than it should be at this location.",4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
11471,If you want to ruin your Saturday night try their drive tru,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
9197,Bathrooms are dirty and messy front lobby look good tables were wiped down and cleaned good hot piping food,2,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
10064,"What happened McD? Open up!!! June 19, 2021.",2,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
542,American icon,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
14708,"Fast service , some time hot food",5,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
13119,No drive thru; there is a parking lot area; very busy and chaotic; service was reasonable.,2,Negative,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
1272,The not the way should be,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10170,I'm a McDonalds fan boy and this McDonalds is my least favorite in Los Angeles if not the entire United States. It used to be average/ middle of the road as far as MCD goes but recently it's tanked and I wouldn't suggest going here anymore. I'd rather eat at the McDonalds in the airport.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
5261,"Got two Filet-O-Fish sandwiches. Both were good as expected. I ordered through the McDonald's app and opted to pickup my sandwiches at the drive thru. I told the employee at the speaker that I had an app order to pickup and gave her the code. She instructed me to go to the first window. There I was given the receipt, thanked, and told to go to the next window. At the 2nd window I was told to go to a 3rd window to pickup the order. The 3rd window is kind of funny, since it seems like an afterthought. Since it is at the corner of the building close to a sign, it is difficult to get close enough to be handed the order without scraping the side of your car. Then to leave you have to turn your wheels hard right. The employees were very friendly.",4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
9278,F***ers put a boot on my car even though I bought some food bring someone with you and have them wait with car and keys,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
21374,This McD's location has NO sit down dinning available. I requested extra pickles and still got only 1 pickle per cheese burger. Lame.,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
979,"Went late night, about 7 cars ahead of me but it went quickly. Thank goodness that something was still open",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
13598,"Not entirely sure what I expected when going to the worlds largest McDonalds - I mean it s just a fast food place right? Wrong. The place is huge - brick ovens for thin and crispy pizzas, hand crafted pasta and speciality meal stations, the everyday McDonald s kitchen then followed by a staircase to an arcade, playhouse and more sit down area. The pizza was only $10 after toppings. It was a small personal pie - thin and crispy b",4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
12480,The first after the lines. He is fine.,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
9365,Washington DC downtown five blocks from the White House so do the math I had the munchies I needed to eat McDonald's is the place,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
12543,"I asked for my order to be prepared fresh & hot and it was the opposite the fries were hard and cold. McDonald's shouldn't serve fries unless there fresh & hot. Why do we have to request our food to be fresh, it should just be fresh off the press. These fast food places kills me and there getting worse. Their customer service skills are poor, they have language barriers. I need to protest against these fast food joints.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6011,"Says it s 24hrs, but showed up at 5:50am and they were",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10445,THE PLACE IS SO SO AND THEY TRY HARD TO SERVE THE PEOPLE,3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
9049,These guys were on fleek!!,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
23701,I ve had good and bad experiences here! Haven t had ti,2,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
15368,"UPDATE 2021: This is a solid restaurant. My food has always been made to McDonald's standards. They have very busy times, which is in part due to their location on the highway in a restaurant area, but also because they are a solid restaurant. Their curbside service gives you an estimate of your wait, which is appreciated, and your food will be delivered by a friendly employee (an improvement from my previous experience). My only complaint is that it's obvious they make your curbside drink far earlier than your delivery, because they come to you partially melted (see the slush below). 2019: They identified my",4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
4513,Even had built in wireless charging.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
13856,"-Pizza is from a Fire oven - turned out good! -Philly Cheesesteak was also very good -AC upstairs was struggling, was pretty hot when we went -Kids sweatted up a storm from playing at the play place which was also warm -We did not have any issues finding",4,Positive,Negative,Positive,Positive,Positive,,,,Positive,False,False,
22334,Just grab some ice coffee and a sausage mcmuffin to go. No drive thru but they do have kiosks to order from. We wanted to try the ube and hapiua pie but they were eternally sold out thr week we were there :(,3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
33191,Gangsta,5,Positive,Neutral,Neutral,Positive,Neutral,,,,Neutral,False,False,
11569,Fast pace and hard working McDonald's,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
24467,Severely understaffed for such a busy location. I've seen McDonald's with more workers in locations in the middle of nowhere. Expect to wait at least an hour for food and make sure to check your order before leaving as I and at least half of the patrons I saw leaving came back missing something.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
23214,"Waste of time. Run. Do not go there. You have been warned. They will waste your time, and mess your order up, three times in a row.... Amazing. Zero Stars is my answer but I had to at least click on one to get pass this part.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
4529,It has 24 hour Breakfast.,3,Neutral,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
22385,"Even though its very busy at times, you won't wait too long for your order.",5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
30865,"Nice and clean, friendly, food somewhat hot. Dont like self order kiosk.",4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
22460,Better than the other one close to here at least they stay open until they say they are.,3,Neutral,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
33056,Its okay. Thats it sadly. Its okay.,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
23948,"Food is yucky, greasy, fake, but if you get the fries w/o salt, you have a winner",1,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False,
7514,I like breakfast here,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
15580,"Service v good, employees at the griddle wear gloves, employees are neat, Restroom needs to be more clean. Clorox solution for cleaning have to go. Slippery floor with that nasty clorox.",4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
22500,Lovely location however due to self service on the pop the general public/homeless frequently entered the restaurant to take free pop and ice.,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
16655,Long lines lately outside on drive thru inside slow toi,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10846,They didn't give me what I ordered! I paid for 5 hamburgers and they only gave me 4 and the sauces were not the ones I ordered.... on top of that you don't get to refill your drink... I'd give 0 stars if I could! Avoid it,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21405,"Service is friendly food is what you'd expect from any MacDonald's, the down side is because it's on the strip their prices area little bit more than normal and they don't participate in any of the promo offers advertised by McDonald's.",3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
14242,"This is the third time i ask for unsweet tea and i get sweet tea. They even repeat ""unsweet tea"" and have it on the screen as unsweet tea. Folks aren't the brightest crayons in the box .",2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
13918,"Food is okay just like another McDonald's but they have pizza, service is okay but always busy, building is amazing for kids with the playground and arcades.",4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
28602,Just stopped in for an early bite to eat,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
9700,Lot of areas to improve,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6139,The quickness and efficiency is good but the quality is missing a little. The nuggets weren,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
23068,Slow. Food often old.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
13229,"I mean it s a McDonald, so you know what you get. At the same time the prices around the place make you wanna come here !!",4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
4609,Too many homelesses,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
13530,Automated ordering kiosks are a great addition to cut down waiting time.,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
14286,I dont really like fast food but they have ice cream cones which I'm addicted to.,3,Neutral,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
19532,Good food slow service,3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
9398,"This McDonald's was so hi-tech I was unsettled. You order from machines and put your card in that way. Like all Mickey D's, the fries are only good for about 7 minutes before they're cold and soggy. Shovel it all in before it all feels gross.",5,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
7867,I will give 5 stars only if Mc Donald's bring the peanuts for the Sundays back. They say is because some people are allergic. But I'm not. People has to know about what can eat and what can't eat. Thank you Mc Donald's to make me eat my favorite Sundae without peanuts,3,Neutral,Positive,Positive,Negative,Positive,,,,Positive,False,False,
24774,"Not very good customer service at all except for the manager, more training needed to deal with people",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
8484,"It was bad enough when the dining room soda machine converted to the one nozzle machine, but they also did it to the drive thru. So now all their soda tastes nasty. I thought McDonald's was supposed to have great tasting sodas, not sodas that taste like suicides. Not to mention their staff can't figure out basic orders and there's a 90% chance your order is going to be wrong in some way. Added with the homless going up to every person, this spot used to be okay and nows it's more like the last resort.",2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
9501,The service wasn't the best. Messed up the order a few times,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
25796,Very hot in the play area and it also smells like it's never cleaned.,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
22221,Right in front of Waikiki Beach,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
7761,They need better training on how the app works if the payment doesn t go thru it tells you payment failed it would not give you a code to pick up food if it s not paid for tonight s crew the so called manager 11:40pm 12/08 do better if a 30% coupon was applied and the payment came out and the app generates a code why would we have to pay you $5more dollars that would make us pay full price 30% off is the $5 shows it out of my account they tell me it didn t go thru so I have to pay again at the store no way how does that even make sense cancel order once again food an time wasted get new employees who know what they are doing it s always the,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
14821,"Just Mickey, got a kid meal. The only thing I hate about this est. too many pan handlers allowed to beg in front of the doors.",2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
5451,Usually very crowded and very little space inside.,4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
7818,How hard is it to give people the right order?? The drive thru chick with the braces was too busy gossiping with her friend to give me the correct order on 09/25/21 at 9:15-9:30am. Stop gossiping in Spanish and work. $15 an hour where??? Hell No,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
19225,My go to spot for my son and I to get our hash brown before he has class.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
19581,Always with an attitude and take forever,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
